Frame,Mean,StdDev,Kurtosis
1461,0.0390047,0.0145355,0.372659
1462,0.0389999,0.0145728,0.373663
1463,0.0389934,0.0145909,0.374188
1464,0.0390199,0.0145737,0.373495
1465,0.0390047,0.0145872,0.373985
1466,0.0389857,0.0145517,0.373257
1467,0.0390001,0.0146029,0.374433
1468,0.0389852,0.0145743,0.373842
1469,0.0390185,0.0145923,0.373983
1470,0.0389877,0.014544,0.37304
1471,0.0390116,0.0145723,0.373539
1472,0.0389865,0.0145513,0.37324
1473,0.0389864,0.0146006,0.374504
1474,0.0390073,0.0146054,0.374428
1475,0.0390013,0.0146055,0.374488
1476,0.0390137,0.0145983,0.374182
1477,0.0390128,0.0145564,0.37312
1478,0.0390004,0.0146038,0.374453
1479,0.0389721,0.0145697,0.373849
1480,0.0390212,0.0145653,0.373267
1481,0.0389864,0.0146077,0.374688
1482,0.0389911,0.0145927,0.374258
1483,0.0389956,0.0145884,0.374105
1484,0.0389982,0.0145719,0.373657
1485,0.0389847,0.0146051,0.374638
1486,0.0390066,0.0145793,0.373764
1487,0.0390011,0.0145736,0.373671
1488,0.039003,0.0145779,0.373765
1489,0.0390172,0.0146282,0.374918
1490,0.0389924,0.0145965,0.374342
1491,0.0389857,0.0146175,0.374945
1492,0.0390033,0.0146043,0.374437
1493,0.0390055,0.0145949,0.374177
1494,0.0389962,0.0145617,0.373414
1495,0.0389884,0.0145659,0.373595
1496,0.0390096,0.0145845,0.373868
1497,0.0390034,0.0145661,0.373456
1498,0.0389818,0.0146027,0.374603
1499,0.0389933,0.0146175,0.374871
1500,0.0389864,0.0146332,0.375342
1501,0.0389802,0.0145875,0.374228
1502,0.0389851,0.0145805,0.374002
1503,0.0389973,0.0146021,0.374439
1504,0.0389928,0.0145864,0.374078
1505,0.0389742,0.014594,0.374453
1506,0.0389695,0.0145148,0.372466
1507,0.038989,0.0146155,0.374862
1508,0.0389985,0.0146051,0.374505
1509,0.0389663,0.0145572,0.373585
1510,0.0389955,0.0146043,0.374513
1511,0.0389819,0.0145795,0.374007
1512,0.0389555,0.0145891,0.374507
1513,0.0389907,0.014537,0.372833
1514,0.0389701,0.014581,0.374158
1515,0.0390254,0.014566,0.373243
1516,0.0389802,0.014589,0.374266
1517,0.0389808,0.0145639,0.373618
1518,0.0389872,0.014571,0.373737
1519,0.0390061,0.0146001,0.374303
1520,0.0390012,0.0145752,0.373711
1521,0.0389795,0.0145585,0.373492
1522,0.0389794,0.0145923,0.37436
1523,0.0390102,0.0145841,0.373854
1525,0.0390052,0.0145855,0.373936
1524,0.0389925,0.014595,0.374303
1526,0.0389551,0.0145299,0.372992
1527,0.0389895,0.0145879,0.37415
1528,0.0390105,0.0146018,0.374304
1529,0.0389741,0.0145761,0.373994
1530,0.0389855,0.0145867,0.374156
1531,0.0389603,0.0145599,0.37371
1532,0.0389827,0.0145621,0.373553
1533,0.0389862,0.0145393,0.372935
1534,0.0389912,0.0145895,0.374175
1535,0.0389632,0.0145411,0.373202
1536,0.0389815,0.014583,0.3741
1537,0.0389715,0.0146016,0.374672
1538,0.0389692,0.0145691,0.373863
1539,0.0389835,0.0145629,0.373567
1540,0.0389985,0.0145578,0.373291
1541,0.038982,0.014583,0.374097
1542,0.0389744,0.0145612,0.37361
1543,0.0389654,0.0146136,0.37504
1544,0.038953,0.0145734,0.374128
1545,0.0389994,0.0145704,0.373605
1546,0.0389723,0.0145889,0.37434
1547,0.0390064,0.0145285,0.372466
1548,0.0389789,0.0145739,0.373892
1549,0.0389811,0.0146002,0.374547
1550,0.0389716,0.0145915,0.374412
1551,0.0389832,0.0145426,0.373048
1552,0.0389516,0.0145636,0.373889
1553,0.038973,0.014584,0.374208
1554,0.0389681,0.0145609,0.373662
1555,0.038994,0.0145669,0.373566
1556,0.0389776,0.0145852,0.374194
1557,0.0389666,0.0145501,0.3734
1558,0.0389818,0.0145753,0.3739
1559,0.0389762,0.0145867,0.374248
1560,0.0389713,0.0145487,0.373318
1561,0.0389648,0.0145969,0.374618
1562,0.0389869,0.0145538,0.373299
1563,0.0389514,0.014502,0.372311
1564,0.0389531,0.0145537,0.373622
1565,0.038983,0.0145593,0.373479
1566,0.038995,0.0146177,0.374861
1567,0.0389653,0.014545,0.373282
1568,0.0389742,0.0145091,0.372274
1569,0.0389875,0.0145882,0.374178
1570,0.0389803,0.0145701,0.373782
1571,0.0389761,0.0145398,0.373044
1572,0.0389365,0.014558,0.373891
1573,0.0389643,0.0145185,0.372611
1574,0.0389833,0.0145351,0.372855
1575,0.0389507,0.0145571,0.373732
1576,0.0389967,0.0145762,0.373781
1577,0.0389585,0.0145152,0.372582
1578,0.0389641,0.0145281,0.372858
1579,0.0389409,0.0145004,0.372368
1580,0.0389714,0.0145164,0.372488
1581,0.0389846,0.0145506,0.373239
1582,0.0389706,0.014543,0.373177
1583,0.0389886,0.0145714,0.373736
1584,0.0389849,0.014542,0.373017
1585,0.0389732,0.0145354,0.372959
1586,0.0389812,0.0145623,0.373573
1587,0.0389623,0.0145444,0.373294
1588,0.0389693,0.0145019,0.372136
1589,0.0389978,0.0145558,0.373248
1590,0.0389765,0.0145135,0.372366
1591,0.0389792,0.0145493,0.373257
1592,0.0389508,0.0145501,0.373552
1593,0.0389967,0.0145716,0.373661
1594,0.0389589,0.0145407,0.373232
1595,0.0389724,0.0145134,0.372402
1596,0.0389774,0.0145296,0.37277
1597,0.0389797,0.0145281,0.372709
1598,0.038973,0.014562,0.373644
1599,0.0389562,0.0145176,0.372666
1600,0.0389658,0.0144949,0.37199
1601,0.0389495,0.0144957,0.372166
1602,0.0389841,0.0144955,0.371832
1603,0.0389441,0.0145381,0.373306
1604,0.038991,0.0145093,0.37212
1605,0.0389762,0.0145084,0.372238
1606,0.038962,0.0145033,0.372243
